,id,awardeeName,awardeeStateCode,startDate,expDate,title,abstractText,fundsObligatedAmt,fundsObligatedAmt,org_state_full,awardeeName_norm
35188,2218477,University of Texas at Austin,TX,2022-07-15,2026-06-30,engineering autoregulation of the epitranscriptome to track and control stress responses,environmental stressors of biological systems are highly complex it has been postulated that environmental stressors can result in rna modifications in biological cells the study of such modifications is known as epitranscriptomics in this project an interdisciplinary team of researchers including graduate students and undergraduate students are using epitranscriptomics to study how chemically induced changes in rna molecules within biological cells could be used to record environmental stresses the study makes use of computational tools biochemical characterization traditional genetics methods as well as tools in next generation sequencing these studies contribute to the general understanding of how cells sense record and respond to their environments and are important for understanding how to design early warning systems for virus detection for example the project provides research opportunities to students from low income underrepresented communities through the raising future scientists program at the university of texas at austin emphasis is given on promoting participation of undergraduate students as a way to encourage their interest in graduate programs in science and engineering the project also contributes to the advancement of the public school synthetic biology curriculum this proposal uses the epitranscriptome as a mechanism to sense record and respond to the complexities of the environment the goal is to utilize rna modifications in new classes of modular devices that combine sensory rna motifs called rna sensors with activating protein domains or protein actuators to enable engineered regulation of cellular responses the research combines integrated systems approaches involving computational tools molecular rna protein biochemical characterization strategies traditional genetics methods and novel in vivo next generation sequencing based tools to accomplish three objectives i establish the epitranscriptome as a sensory module in bacteria ii rationally re engineer og recognition proteins as actuating modules and iii couple sensing and actuation of the epitranscriptome with crispr systems for signaling memory and stress response control capabilities results from this research are broadly applicable in the field of synthetic biology and could be used for understanding specific environmental exposures for risk assessment and interventions this proposal is jointly funded by the systems and synthetic biology program in the division of molecular and cellular biosciences and the cellular and biochemical engineering program in the division of chemical bioengineering environmental and transport systems this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,788204,788204,Texas,University of Texas at Austin
8552,2427025,Texas A&M Engineering Experiment Station,TX,2025-01-01,2027-12-31,collaborative research micromechanics damage and healing of self actuated entangled networks,this research will study the fundamental relationships that control the assembly of solid materials from many small shape changing ribbon like particles using combined and integrated experiments and numerical modeling and simulation made of liquid crystal elastomers these particles can reversibly change from flat ribbon like shapes to d curved shapes in response to changes in temperature if many of these particles change shape in proximity to one another the individual particles are linked through entanglement thus creating a porous solid with controlled mechanical properties this porous solid exists only until the temperature is reverted and the individual particles return to their flat state breaking the entanglement typical porous materials are notoriously fragile and difficult to recycle the use of reversible physical entanglement will enable new ways to extend the lifetime of porous materials through healing and new ways to recycle porous structures the structural approach to material assembly is applicable to a wide range of other shape changing materials like hydrogels the fundamental principles in this work could be used to design injectable biomaterials these entangled materials will also serve as powerful tools to demonstrate basic scientific concepts to the next generation of scientists and engineers this research will elucidate the fundamental stimulus structure property relationships that govern a new class of responsive materials which is derived from the reversible physical entanglement of many shape changing polymer ribbons this work will enable porous synthetic materials that self assemble via macroscopic entanglement on command and have widely tunable mechanical properties and porosity in this class of materials changes in temperature will induce a fluid dispersion to assemble into an open celled porous material with controlled viscoelastic properties furthermore these dynamic transient solids will have self healing capability without needing chemical reactions or diffusion this research includes closely integrated experiments and computational models and will provide fundamental understanding of structure property assembly relationships of these materials as a function of the shape change and mechanical properties of the individual polymer ribbons this research is comprised of three tasks assemble dynamic aggregates from liquid crystal elastomer ribbons and characterize microstructure and thermomechanical properties of aggregates construct a theoretical model to fundamentally understand the link between the network statistics and the emerging behavior of the material and fabricate and characterize aggregates of ribbons that can combine bending and twist deformation this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,387558,387558,Texas,Texas A&M Engineering Experiment Station
16946,2415177,University of Washington,WA,2024-06-01,2026-05-31,university of washington r v thomas g thompson and r v rachel carson shipboard scientific support equipment ssse,this award provides support for shipboard scientific support equipment ssse for r v thomas g thompson a foot general purpose global research vessel and r v rachel carson a foot coastal research vessel both vessels are operated by the university of washington as part of the u s academic research fleet this award will enable the acquisition of keyboard video monitor kvm system controls for both the r v thompson and r v carson and multiple video monitors for r v thompson s computer lab for science and shipboard data systems kvm systems have become standard on global class vessels in the fleet and valuable for situational awareness on any research vessel r v thompson currently has an ip based cctv system that was an item flagged for replacement during a recent ship inspection and will be replaced with an up to date reliable system with this request finally ctd operations on r v thompson will be improved by acquiring a sled on a track to replace the current accordion system to stage the ship s ctd package the new system will allow deployment in much higher sea states with a greater margin of safety the principal impact of the present proposal is under merit review criterion of the proposal guidelines nsf it provides infrastructure support for scientists to use the vessel and its shared use instrumentation in support of their nsf funded oceanographic research projects which individually undergo separate review by the relevant research program of nsf the acquisition maintenance and operation of shared use instrumentation allows nsf funded researchers from any us university or other organization access to well maintained high quality calibrated instruments for their research it ensures the collection of high quality oceanographic data in support of science reduces the cost of that research and expands the base of potential researchers this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,158500,158500,Washington,University of Washington
18445,2305837,"Negrete, Benjamin",TX,2024-04-01,2027-03-31,nsf prfb fy heritable phenotypes and mechanisms through transgenerational plasticity in response to hypoxia in fish,this action funds an nsf postdoctoral research fellowship in biology for fy integrative research investigating the rules of life governing interactions between genomes environment and phenotypes the fellowship supports research and training of the fellow that will contribute to the area of rules of life in innovative ways this research investigates the physiological implications of long term hypoxia low oxygen in marine environments on fish hypoxia is an environmental stressor that is becoming more prevalent around the world and compounded with warming oceans is increasing in duration severity and size chronic exposure to hypoxia is particularly threatening as it limits the ability of fish to generate energy through aerobic metabolism additionally hypoxia has many downstream impacts including causing fish to make changes to their behavior morphology physiology and gene expression the sum of these flexible changes can be referred to as plasticity marine fish at all life stages particularly early life stages are susceptible to environmental hypoxia as not all species can undergo long migrations to oxygenated waters the fellow will investigate the plastic response of the marine stickleback to chronic hypoxia and how these plastic traits are transferred to the next generation populations of stickleback in the same habitats express distinct phenotypes that differ in their response to environmental stress suggesting phenotypic traits are inherited in species from the same genotype to benefit offspring this work will explore the changes to the oxygen cascade from the whole animal oxygen uptake to metabolic pathways and to genetic control of these mechanisms the proposed research will explore whole animal oxygen consumption and critical oxygen thresholds using respirometry this oxygen uptake and thus aerobic respiration will be further investigated in aerobically demanding tissues including cardiac and skeletal muscles by the sum of metabolic pathways down to changes in the use of oxygen at the mitochondria the fellow will use transcriptomics to look at widespread changes in gene expression that underpins changes in aerobic respiration and the role of epigenetics in controlling the expression of specific traits through this work the fellow will prioritize recruiting and mentoring undergraduates to provide hands on research experience and mentorship through navigating college and graduate school this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,240000,240000,Texas,"Negrete, Benjamin"
42617,2134223,University of Utah,UT,2021-09-01,2026-08-31,collaborative research scale modl advancing theoretical minimax deep learning optimization resilience and interpretability,the past decade has witnessed the great success of deep learning in broad societal and commercial applications however conventional deep learning relies on fitting data with neural networks which is known to produce models that lack resilience for instance models used in autonomous driving are vulnerable to malicious attacks e g putting an art sticker on a stop sign can cause the model to classify it as a speed limit sign models used in facial recognition are known to be biased toward people of a certain race or gender models in healthcare can be hacked to reconstruct the identities of patients that are used in training those models the next generation deep learning paradigm needs to deliver resilient models that promote robustness to malicious attacks fairness among users and privacy preservation this project aims to develop a comprehensive learning theory to enhance the model resilience of deep learning the project will produce fast algorithms and new diagnostic tools for training enhancing visualizing and interpreting model resilience all of which can have broad research and societal significance the research activities will also generate positive educational impacts on undergraduate and graduate students the materials developed by this project will be integrated into courses on machine learning statistics and data visualization and will benefit interdisciplinary students majoring in electrical and computer engineering statistics mathematics and computer science the project will actively involve underrepresented students and integrate research with education for undergraduate and graduate students in stem it will also produce introductory materials for k students to be used in engineering summer camps in this project the investigators will collaboratively develop a comprehensive minimax learning theory that advances the fundamental understanding of minimax deep learning from the perspectives of optimization resilience and interpretability these complementary theoretical developments in turn will guide the design of novel minimax learning algorithms with substantially improved computational efficiency statistical guarantees and interpretability the research includes three major thrusts first the investigators will develop a principled non convex minimax optimization theory that supports scalable fast and convergent gradient descent ascent algorithms for training complex minimax deep learning models the theory will focus on analyzing the convergence rate and sample complexity of the developed algorithms second the investigators will formulate a measure of vulnerability of deep learning models and study how minimaxity can enhance their resilience against data model and task deviations this theory will focus on the statistical limits of deep learning lastly the investigators will establish the mathematical foundations for a set of novel visual analytics techniques that increase the model interpretability of minimax learning in particular the theory will provide guidance on visualizing and interpreting model resilience this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,576113,576113,Utah,University of Utah
14503,2412825,College of William and Mary,VA,2024-08-01,2027-07-31,testing the standard model with parity violating electron scattering,a central goal of contemporary fundamental physics is to find evidence for new physics beyond the scope of the standard model of particle physics and to characterize its features once such evidence is found one avenue to search for new physics is the precision frontier where precise measurements are made of quantities that are precisely predicted by the standard model a deviation from this prediction would signal new physics this project supports one such measurement the moller experiment which will determine the electron electron weak interaction to unprecedented precision using the electron accelerator at the thomas jefferson national accelerator facility the team will construct and commission several components of the particle detection system and will develop the particle tracking software to be used in the data analysis graduate students and a postdoctoral researcher will actively participate and thereby develop skills in precision nuclear physics experimentation and in the analysis of large and complex data sets the moller experiment will use parity violating electron electron scattering to extract the electroweak mixing angle to a precision comparable to the best available high energy measurements through a measurement of the weak charge of the electron the expected ppb parity violating asymmetry in the scattering cross section will be determined to a precision of ppb five times smaller than the only previous measurement the william mary group will provide the detector system used to characterize one of the most important background processes electro and photo production of pions and will lead the effort to create and commission the particle reconstruction software used in the calibration of the spectrometer acceptance and to correct for various backgrounds this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,445715,445715,Virginia,College of William and Mary
28447,2243808,Regents of the University of Michigan - Dearborn,MI,2023-05-01,2026-04-30,reu site mathematical analysis and applications,this award supports the research experience for undergraduates reu site in mathematical analysis and applications an eight week summer research program at the university of michigan dearborn the program will host eight undergraduate students per year from diverse backgrounds the primary objective of the program is to contribute to the research infrastructure by recruiting and training the next generation of u s based mathematicians this undergraduate research program brings together eight undergraduate students and five faculty members each summer to collaborate on research projects in various branches of mathematics over the course of three summers research projects will originate from the subjects of complex analysis real analysis harmonic analysis stochastic analysis probability theory algebraic geometry and inverse problems reu participants will experiment conjecture provide rigorous solutions and present results in different formats in addition participants will learn about the graduate school application process and career opportunities in both academia and industry the program aims to recruit students from diverse backgrounds including students from underrepresented groups women and first generation college students finally the program will connect participants with an extensive network of mentors and peers thereby assisting them with career planning and fostering long term engagement with the scientific community this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,259200,259200,Michigan,Regents of the University of Michigan - Dearborn
30699,2218779,Duke University,NC,2022-10-01,2027-09-30,collaborative research gcr generating actionable research to investigate combined climate intervention strategies for stakeholder use,this project explores how a portfolio of combined climate intervention strategies including mitigation carbon dioxide removal and solar radiation management could achieve a climate resilient future the focus is on scientific research activities concerned with climate outcomes that are responsive to the priorities and needs of diverse stakeholder groups the convergent team encompasses experts from climate science engineering behavioral science and ecology this interdisciplinary team will work to transform the climate interventions research landscape moving it to more integrated approaches for research and assessments this will be achieved through the establishment of a shared conceptual and theoretical framework for scenario generation model application impact assessment and stakeholder translation the project has three main objectives advancing state of science climate intervention studies through exploring the assumptions model deficiencies interactions and impact assessment methods of a portfolio of climate intervention scenarios consistent with keeping warming within degrees c from cmip baseline pathways with the climate intervention scenarios based on methods already developed by the project investigators developing an approach for co production of modeling products from earth system evaluations through extensive stakeholder engagement to further actionable research into combined climate intervention scenarios and their evaluation and designing scenario and impact assessment toolkits for the wider community to engage in investigating intervention strategies that are responsive to their unique information needs and priorities through the extension of and adaptation of the co designed scenarios and assessment frameworks this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,74452,74452,North Carolina,Duke University
13393,2337961,Marshall University Research Corporation,WV,2024-08-15,2029-07-31,career exploring the differentiation of mesenchymal stem cell to chondrocytes after electrospraying,the overarching goal of this research is to find a new and effective way to turn stem cells cells that have the potential to be transformed differentiated into any type of cell into chondrocytes a specific type of cell that is important for cartilage repair the focus of this faculty early career development project is on exploring a technique called electrospraying where electricity and mechanical forces rather than special usually expensive differentiating media are used to guide the transformation of the stem cells into chondrocytes this innovative method involves utilizing the patient s own stem cells obtained from their fat tissue to minimize the risk of immune rejection by establishing a personalized approach to create cells for repairing damaged cartilage successful development of this process will have significant implications for regenerative medicine focused on other tissues beyond the scientific objectives the initiative aims to train science teachers in west virginia in person sessions will focus on seamlessly integrating a cutting edge tissue engineering module into their existing courses leveraging the field of tissue engineering the project strives to infuse core scientific concepts into high school science classes enriching the learning experience the overarching goal of these activities is to ignite a passion for scientific exploration and nurture the next generation of innovators and problem solvers through this educational endeavor in the pursuit of differentiating stem cells into a homogeneous population diverse levels of success have been achieved revealing the intricacies and challenges of this research field cell electrospinning and electrospraying offer a promising avenue to effectively differentiate stem cells into mature and functional cell types potentially advancing tissue engineering significantly the career project s primary objective is to explore electrospinning and electrospraying techniques aiming to revolutionize the production of chondrocytes from human adipose derived stem cells hascs this study seeks to unravel the complex mechanisms underlying these processes enhancing understanding and paving the way for groundbreaking advancements in regenerative medicine using this innovative methodology involving electrospinning and electrospraying of cells the investigation explores cyclic adenosine monophosphate protein kinase a signaling and atp oscillation during the chondrogenesis of hascs this pioneering study holds the potential to provide profound insights into two critical domains introducing electrospraying as a novel cellular differentiation method and establishing groundwork for a new source of chondrocytes in autologous chondrocyte implantation aci this project is jointly funded by the engineering of biomedical systems program and the established program to stimulate competitive research epscor this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,484688,484688,West Virginia,Marshall University Research Corporation
28599,2234972,Texas A&M Engineering Experiment Station,TX,2023-04-15,2026-03-31,collaborative research research infrastructure ccri new data driven cybersecurity research infrastructure for smart manufacturing,recent advances in internet of things sensors artificial intelligence computing and communications are enabling a more distributed manufacturing paradigm where custom products are made at the point and time of need using smart manufacturing sm technologies while connectivity forms the backbone in realizing sm it has opened new cybersecurity risks and challenges requiring a fundamental rethink and foundational efforts to tackle these challenges recent national science foundation sponsored workshops have underscored a compelling need for a research infrastructure that can bridge the traditional divide between manufacturing and cybersecurity professionals and foster a community of cise experts in manufacturing cybersecurity creating such an infrastructure is essential to understand the cybersecurity vulnerabilities and to develop solutions tailored to sm systems this project envisions the creation of a vibrant cise research community for data driven cybersecurity for sm by launching a community research platform integrating three elements a web infrastructure that enables virtual playgrounds to share data codes resources and tools mostly contributed by the research community a data infrastructure for curating diverse cybersecurity datasets and a sm machine infrastructure that will leverage established national resources including the smart manufacturing innovation platform from the department of energy taken together this infrastructure will help cise researchers to collaborate with the sm community spanning academia industry and government to create and share data for understanding the vulnerabilities of a network of sm machines and other components of a manufacturing enterprise and facilitate the development of ai driven cybersecurity innovations for sm this infrastructure will enable cise relevant data driven research thrusts spanning five key sm system elements cybersecurity by design compiler optimizations for sm process plans and toolpaths forensics and watermarking of sm machines protections against sm process unique side channels and fingerprinting and securing sm networks the community will be able to contribute their sm equipment relevant hardware and software components data and innovations to grow this networked cyber physical platform infrastructure emerging manufacturing enterprises are increasingly adopting advanced sensor and ai technologies and transforming themselves into smart manufacturing systems these smart systems can connect multiple manufacturers designers and businesses to efficiently meet customer demands a sm network is noted by ibm as the largest target for cybersecurity attacks among all industry sectors securing such a network is a daunting task this project aims to create an online resource consisting of web infrastructure data and machines to bring together professionals from the manufacturing and cybersecurity communities this infrastructure will enhance collaborations among these communities to enable a deeper understanding of current and emerging cybersecurity threats to smart manufacturing environments and enable the development of innovations to assure cybersecurity within the smart manufacturing sector it will particularly benefit diverse researchers practitioners and students from cybersecurity ai and manufacturing disciplines for example the project will leverage the inclusive engineering consortium a network of underrepresented minority serving engineering colleges to enable broad based impact this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,887000,887000,Texas,Texas A&M Engineering Experiment Station
24186,2311952,North Dakota State University Fargo,ND,2023-08-01,2026-07-31,collaborative research insults for free the roles of metamorphosis and dormancy in aging dynamics,biological age does not always correlate with chronological age and it is unclear how physiology contributes to aging or protects from it some hypotheses predict that organisms will repair tissues necessary for reproduction while allowing other tissues to age other hypotheses predict the opposite tissues related to reproduction will age faster because of selection for early life fitness this research will examine aging dynamics across life stages and tissues and in response to stress bees are an ideal system to probe the mechanistic underpinnings of extreme differences in lifespan yielding general insight into regulators of aging bee life cycles are short compared to vertebrates and its possible to examine lifetime patterns of senescence and many aspects of cellular senescence are conserved across insects and vertebrates investigating how aging dynamics differ among species may lead to new ways of disrupting negative effects of aging understanding aging is particularly pressing in a world in which organisms are increasingly exposed to stress and many bee species are in decline the proposed research will support the training of six graduate students and six undergraduate students a k learning module on bumble bee spring emergence will be developed as a hands on lesson to engage native american high school students in stem as part of an ongoing collaboration informational exhibits and outreach events about pollinators will be developed with the red river valley zoo fargo nd and science kids and wyoming pbs laramie wy the objective of the proposed research is to integrate physiology with life history theory to mechanistically explain patterns of aging insect metamorphosis may be an extreme version of the disposable soma hypothesis during metamorphosis larval tissues are recycled and replaced by imaginal cells with stem cell like properties which have the potential to be cellularly younger than the tissues they replace insect metamorphosis may provide an opportunity to dispose of damaged somatic tissues mitigating the effects of juvenile exposure to stress insect overwintering also known as diapause also has important implications for aging diapause increases lifespans by six times compared to non diapausing individuals this research will determine how metamorphosis and diapause contribute to aging dynamics by examining cellular damage and organismal performance by determining the relationship between senescence and cellular markers of aging examining how the disposable soma during metamorphosis influences aging by comparing cellular aging in tissues formed during metamorphosis to those carried over from the larval stage and assessing whether overwintering dormancy is a slowing down of aging or is regenerative the proposed research will investigate these dynamics in solitary bees and bumble bees and will strengthen an already productive collaboration between ndsu uw and the usda ars and greatly extend what is known about the mechanisms that contribute to variation in senescence this project is jointly funded by the integrative ecological physiology program and the established program to stimulate competitive research epscor this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,880218,880218,North Dakota,North Dakota State University Fargo
27031,2308742,Auburn University,AL,2023-06-01,2026-05-31,collaborative research study of anisotropic dust interactions in the pk experiment,this award supports a collaborative effort between auburn university and baylor university to study behavior of a complex plasma under microgravity in the plasmakristall pk experiment on the international space station complex plasmas also known as dusty plasmas are collections of micron sized dust particles immersed in a plasma or ionized gas the dust grains typically become charged by collecting electrons and ions on their surface when dusty plasmas are placed in external electric fields anisotropic interactions between dust grains and ion flows can lead to the formation of filamentary dust structures anisotropic interactions which depend on the relative orientation of interacting particles are known to arise in some of the most interesting complex systems including proteins and smart materials a fundamental open question in the study of these systems is how anisotropic interactions lead to structure formation this project addresses this question using a combined analytical numerical and experimental approach to investigate how anisotropic interactions lead to structure formation in dusty plasma experiments on the international space station iss the project is jointly funded by the division of physics and the established program to stimulate competitive research epscor this project will use data from several pk campaigns to investigate the form and origins of the anisotropic dust dust interaction potential that leads to the formation of filamentary dusty plasma structures data collected from pk experiments will be used to quantify structural anisotropy as a function of plasma conditions using statistical analysis and data driven methods molecular dynamics md simulations of dust and ions will be used to calculate the dust ion wakefield potential a machine learning ml model will be applied to experimental data to identify the most likely form of the interaction forces as a function of plasma parameters interaction forces and potentials learned with the ion dust md simulation and the ml model will be applied in md simulations of larger dust clouds to validate against the experimental data experiments in the pk bu device a ground based replica of the pk iss with additional diagnostic capabilities will be used to determine the relationship between plasma conditions and the onset of plasma ionizations waves finally an analytic model will be employed to determine the spectrum of energy states of the hamiltonian representing the anisotropic interaction potential this method will be used to determine the relationship between pk filamentary dusty plasma and other filamentary structures such as electrorheological materials and liquid crystals this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,403110,403110,Alabama,Auburn University
13476,2417436,George Washington University,DC,2024-08-15,2025-07-31,doctoral dissertation research coevolution of stone tools and hominin hand morphology,the origin and development of the human hand has been a focus of anthropological study as scientists try to understand the reasons why our hands look the way they do one hypothesis is that making and using stone tools influenced the shape of our hands over millions of years this doctoral research project explores how changes in the human wrist might have helped early humans make tools to modify their environment and diet for their survival the study provides an in depth experimental examination of the co evolution of technology and human anatomy over millions of years the project supports student training international research collaborations and science education outreach the project considers whether the production of stone tools was a significant manipulative behavior that catalyzed evolutionary changes in the structure of the human hand through time the investigator conducts a series of experiments on the production of stone tools with both a flexible wrist similar to a modern human and a braced wrist which may be more similar to the wrist of early human ancestors in addition specific stone tool sites associated with specific human fossils are examined for associations between stone tool and hominin wrist morphology finally the investigator compares previously documented anatomical changes in the hand with coincident variation in stone tools this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,17438,17438,District of Columbia,George Washington University
13036,2404219,Michigan State University,MI,2024-09-01,2027-08-31,nsf dfg mission deciphering the carbon dioxide transport in supported thin polyamine films for carbon capture,technologies that can selectively remove carbon based molecules such as carbon dioxide co from the air are needed to stabilize atmospheric co levels and mitigate the impacts of greenhouse gas emissions these carbon capture technologies will significantly impact the global carbon economy climates and ecosystems and the sustainability of future manufacturing processes sorbent based technologies are ideal for carbon capture due to their high co selectivity and low energy costs for sorbent regeneration one such example is mesoporous substrate supported polyamine systems mspas where co sorbing polymer films i e polyamines sit on top of a solid porous material for support i e the mesoporous substrate however existing mspas have low amine efficiency and slow co sorption and release rates the reasons for these limitations are poorly understood because it is challenging to characterize co diffusion within mspas accordingly researchers at michigan state university and leipzig university will collaboratively develop a robust testing platform for in situ monitoring of co diffusion and carbon capture performance in mspa relevant structures the team s findings will guide the design of better polyamine based sorbent systems reducing the cost of sorbent based co capture technologies the international collaboration will provide graduate students valuable interdisciplinary training and engage students from underrepresented groups in stem additionally the team will develop a graduate level educational module on co transport in polyamines outreach activities will include an international virtual workshop to share research results inspire discussions and collaborations and offer career development advice for early stage investigators this project aims to develop a new testing platform for in situ monitoring of co diffusion and capture performance in mspa relevant geometries the co sorption induced chemical and interfacial effects on co transport will also be investigated using a combination of experiments and modeling the team will develop a nano broadband dielectric spectroscopy nano bds testing platform this nano bds platform will help resolve the spatial gradient of co diffusivity the polyamine dynamics and how they evolve during co capture systematic experiments will be conducted to identify the roles of key design parameters such as amine types amine concentrations film thicknesses and polyamine substrate interactions knowledge of which can be used to optimize mspas the results will help test existing theories and models of gas transport in polymers and develop a new theoretical description of co transport in polyamines further these findings will provide a solid foundation for understanding the temporal changes in thin polyamine films during carbon capture and advance fundamental carbon capture science this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,425000,425000,Michigan,Michigan State University
11064,2412928,Purdue University,IN,2024-09-01,2027-08-31,collaborative research trtech pgr digital ideotype for optimal canopy architecture,maize breeders have significantly increased crop yields by optimizing plants for higher planting densities further improvements in crop productivity per unit of land can be achieved by modifying the structure of individual plants and their arrangement in fields our current technologies allow for scanning large quantities of plants but the acquired data is often underused the goal of this project is to use the scanned data to create a virtual model of maize its digital twin which will capture the maize geometry reflectivity and function the digital twin will be able to simulate real plant growth and response to the environment by careful verification against the measured data the digital twin will be used in hypothetical scenarios of changing climatic conditions to answer what if questions providing answers for better plant architecture and planting distributions by using ai and automatic optimization this project will attempt to identify genetic markers and candidate genes governing variation in the same traits enabling efforts to breed or engineer plants with optimal canopy architectures this innovative approach will advance our understanding of plant biology and contribute to meeting global food demands this project takes an important step towards in silico optimization of maize canopy architecture we propose to develop innovative data processing and advanced visualization tools to generate fundamental knowledge applicable to agriculture to advance food needs our tools will reconstruct maize into its digital twins plant ideotypes simulate configurations of individual plants and plant populations differing in leaf canopy related traits and evaluate how plant traits perform in varying environments we will use the vast amount of gathered data from phenotyping facilities and gantry to reconstruct d plants into their simulation ready digital twins fine tune computer simulations to visualize and optimize the plant structure and function and identify optimal canopy architectures for given sets of conditions this work will be combined with genome wide association study for leaf canopy architecture traits derived from d reconstructions of real populations to identify markers and candidate genes enabling efforts to breed or engineer plants producing optimal canopy architectures the results of this work will strongly impact agronomic and plant genetic research in both the public and private sectors there is a critical need for models to predict how plant varieties will respond to different environments the d interactive application will allow experimenting with complex situations at interactive frame rates on a standard desktop computer something never achieved before it will be connected to existing data pipelines that provide vast amounts of often unused data we will develop a set of novel algorithms that reconstruct d maize plant shapes and functions from input data from varying sources rgb depth point clouds the developed system will also generate synthetic data suitable for ai training labeled sets of plants and d geometries with proper lighting the project will partner with the national data mine network an nsf funded initiative and the computer science department at purdue university to engage and recruit students in phenotyping data analysis algorithmic design and deployment this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,533393,533393,Indiana,Purdue University
31671,2214455,Eastern Michigan University,MI,2022-09-01,2025-04-18,collaborative research variables influencing the efficacy of civilian oversight commissions,in response to the present conflicts surrounding policing local and national organizations and policy makers have called for increasing civilian oversight and supervision of police departments as one approach to improving police community relations civilian oversight commissions are locally constructed making it difficult to effectively assess the impact of these commissions on a broader scale this project is centered in three counties across the us to ask what factors shape local oversight practices and what can we learn from these different entities that can be used to effectively assess outcomes across diverse commissions selecting sites with distinctive racial dynamics and varying structures of civilian led police oversight commissions this project focuses on the varied histories forms practices and successes and failures of civilian oversight investigators and student researchers analyze the variations in discourses and practices to understand the specific implementations of civilian oversight of police and to gauge the potential value of civilian oversight commissions on a broader scale this project will train graduate and undergraduate students in quantitative and qualitative data collection and analysis the project uses team based multi sited ethnography to study and analyze locally specific features of oversight commissions including their institutional structures histories and institutional dynamics this project develops methods to offer comparative insights into the ways in which oversight commissions operate with particular attention to what demographic variables are predictive of participation tracking the issues that oversight committees engage researchers will develop theories of the forms through which commissions address community relations and policing the mere establishment of civilian oversight may be a first step toward a public democratic forum but this study explores civilian oversight commissions as an institution that can survey possible avenues of accountability and reform while simultaneously reinscribing the power and influence of policing this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,164421,164421,Michigan,Eastern Michigan University
